"new_word","sid","sid_text","tid","CodeType","Code"
"of",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",9,"",""
"the",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",10,"",""
"ppmc",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",11,"",""
"sends",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",12,"",""
"a",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",13,"",""
"message",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",14,"",""
"to",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",15,"",""
"the",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",16,"",""
"ppmc",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",17,"",""
"private",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",18,"",""
"email",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",19,"",""
"list",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",20,"",""
"with",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",22,"",""
"the",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",23,"",""
"subject",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",24,"",""
"line",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",25,"",""
"of",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",26,"",""
"vote",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",29,"",""
"result",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",32,"",""
"joe",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",34,"",""
"bob",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",35,"",""
"ppmc",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",36,"",""
"membership",109,"ROOT if the vote is successful , a member of the ppmc sends a message to the ppmc private email list , with the subject line of "" [ vote ] [ result ] joe bob ppmc membership "" .",37,"",""
"the",110,"ROOT the nominating ppmc member should send a message to the ipmc ( private@incubator.apache.org ) with a reference to the vote result in the following form :",1,"",""
"nominating",110,"ROOT the nominating ppmc member should send a message to the ipmc ( private@incubator.apache.org ) with a reference to the vote result in the following form :",2,"",""
"ppmc",110,"ROOT the nominating ppmc member should send a message to the ipmc ( private@incubator.apache.org ) with a reference to the vote result in the following form :",3,"",""
